customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
282,Lauren,Curcher,M,82,27-10-89,VP Quality Control,Argiculture,High Net Worth,N,Yes,11,33
283,Sari,Noye,F,34,04-02-91,Assistant Manager,Retail,Mass Customer,N,No,2,32
284,Seth,Moorman,M,38,11-04-86,Financial Analyst,Financial Services,High Net Worth,N,Yes,9,37
285,Julee,Janovsky,F,3,19-11-77,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12,45
286,Kiley,Canaan,M,99,01-08-89,Accounting Assistant II,Manufacturing,Affluent Customer,N,Yes,11,33
287,Hannie,Wodham,F,41,06-05-85,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,4,37
288,Ebenezer,Seedman,M,71,08-09-85,,Manufacturing,High Net Worth,N,No,9,37
289,Modestia,Lithgow,F,43,12-04-70,Clinical Specialist,Health,High Net Worth,N,No,10,53
291,Aime,Burston,F,63,22-10-71,Assistant Media Planner,Entertainment,Mass Customer,N,No,4,51
292,Gelya,Gerant,F,42,24-11-61,VP Product Management,,Affluent Customer,N,Yes,9,61
293,Virgilio,Willcocks,M,80,10-12-89,Administrative Assistant III,Manufacturing,Mass Customer,N,Yes,20,33
294,Magnum,Slowan,M,39,01-04-59,Recruiting Manager,,High Net Worth,N,No,5,64
295,Lena,Chape,F,64,26-12-64,Database Administrator II,,Mass Customer,N,Yes,18,58
296,Marshal,Rathbone,M,34,19-06-72,,Health,High Net Worth,N,Yes,17,50
297,Cecile,MacLise,F,33,27-04-59,Electrical Engineer,Manufacturing,High Net Worth,N,No,16,63
298,Maurise,Lenglet,M,69,15-08-56,Engineer I,Manufacturing,High Net Worth,N,No,9,66
299,Corabelle,Hartnell,F,80,15-09-56,Budget/Accounting Analyst I,Financial Services,Mass Customer,N,Yes,7,66
300,Malachi,Hadcroft,M,88,22-06-56,Clinical Specialist,Health,Mass Customer,N,No,9,66
301,Hildy,Bilbrook,F,54,10-10-80,Developer IV,Manufacturing,High Net Worth,N,No,19,42
302,Laurice,Colgrave,F,32,27-03-77,,Health,Mass Customer,N,No,13,46
303,Shane,Smetoun,F,59,15-08-74,Assistant Professor,Argiculture,Mass Customer,N,Yes,14,48
304,Paddy,Mumbray,M,36,27-03-69,VP Marketing,Manufacturing,Mass Customer,N,Yes,15,54
305,Cris,Chellam,F,1,17-03-74,Financial Analyst,Financial Services,Mass Customer,N,No,11,49
306,Ruy,Adanet,M,19,02-08-73,Registered Nurse,Health,High Net Worth,N,No,18,49
307,Ruben,Handlin,M,55,18-08-84,Clinical Specialist,Health,Affluent Customer,N,Yes,12,38
308,Iver,Dobsons,M,2,09-03-83,Database Administrator I,IT,High Net Worth,N,No,4,40
309,Maurizia,Ligerton,F,53,02-10-74,Clinical Specialist,Health,Mass Customer,N,Yes,21,48
310,Myranda,Clowser,F,0,13-02-85,Account Coordinator,Financial Services,Mass Customer,N,Yes,18,38
311,Jaimie,Halms,F,86,16-08-57,Internal Auditor,Health,High Net Worth,N,No,12,65
312,Garek,Prattin,M,44,17-03-58,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6,65
313,Theo,McKune,M,70,22-12-87,Operator,Manufacturing,Mass Customer,N,Yes,13,35
314,Catie,Advani,F,27,25-08-62,Marketing Assistant,Retail,High Net Worth,N,Yes,5,60
315,Lisa,Odlin,F,67,16-04-58,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,12,64
316,Genni,Larway,F,72,01-06-76,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10,46
317,Elicia,Dahler,F,26,10-02-74,Automation Specialist II,Entertainment,Mass Customer,N,Yes,14,49
318,Libbie,Castelin,F,21,19-05-69,Programmer III,Retail,Affluent Customer,N,Yes,18,53
319,Madelle,Matteris,F,32,11-10-71,,Retail,Mass Customer,N,Yes,14,51
320,Aldous,Cubin,M,19,09-02-97,Registered Nurse,Health,Mass Customer,N,No,4,26
321,Christean,Finnes,F,58,15-09-73,Marketing Manager,,Mass Customer,N,No,18,49
322,De,Denington,F,19,10-03-77,Research Associate,Financial Services,Mass Customer,N,Yes,11,46
323,Celka,Goodrich,F,54,04-06-73,Senior Developer,Health,Mass Customer,N,Yes,7,49
324,Franz,Lyptrit,M,97,05-08-86,Computer Systems Analyst I,IT,Mass Customer,N,Yes,15,36
325,Anthia,Ghilardini,F,98,26-09-71,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Yes,17,51
326,Guenna,Spensly,F,74,16-02-80,Help Desk Operator,Financial Services,Mass Customer,N,No,6,43
327,Cris,Richfield,F,10,24-07-68,Design Engineer,Health,Mass Customer,N,No,12,54
328,Bernice,Kings,F,87,11-04-91,Senior Developer,Manufacturing,Mass Customer,N,No,12,32
329,Garvy,Berthel,M,25,20-11-84,Account Representative IV,Entertainment,High Net Worth,N,Yes,12,38
330,Port,Pancost,M,78,03-06-59,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7,63
331,Ford,Groucock,M,87,23-09-98,Desktop Support Technician,Health,Mass Customer,N,Yes,3,24
332,Liza,Trouel,F,23,19-08-78,Registered Nurse,Health,High Net Worth,N,No,14,44
333,Debbi,Doohey,F,25,20-06-65,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,57
334,Fredi,Iannuzzelli,F,71,20-05-99,Financial Advisor,Financial Services,Affluent Customer,N,Yes,3,23
335,Debee,Martynov,F,20,19-04-83,Senior Editor,,Affluent Customer,N,No,8,39
336,Georgiana,Wallington,F,91,06-01-80,,Manufacturing,High Net Worth,N,No,3,43
337,Shaylah,Urquhart,F,67,08-10-79,Statistician IV,Argiculture,High Net Worth,N,Yes,12,43
338,Hilliary,Littrell,F,33,14-03-58,,Health,Mass Customer,N,No,19,65
339,Nanny,Casero,F,56,11-01-80,Human Resources Manager,Health,Mass Customer,N,No,12,43
340,Joshuah,Purvey,M,39,31-07-73,,Argiculture,Mass Customer,N,Yes,17,49
341,Jeremiah,Wasling,M,10,25-08-76,GIS Technical Architect,Financial Services,Mass Customer,N,No,5,46
342,Winslow,Hammant,M,40,19-05-87,Programmer IV,Health,High Net Worth,N,No,2,35
343,Nicole,Johananoff,F,76,14-08-57,Recruiter,Property,Affluent Customer,N,No,13,65
344,Carlene,Eyckelbeck,F,91,18-07-73,,,High Net Worth,N,Yes,4,49
345,Tish,Oleksiak,F,74,03-02-89,Senior Sales Associate,Health,High Net Worth,N,Yes,17,34
346,Timmie,Eisikowitz,M,68,15-03-81,Financial Analyst,Financial Services,Mass Customer,N,No,3,42
347,Berkly,Grishinov,M,50,06-06-65,Marketing Manager,Financial Services,Mass Customer,N,No,9,57
348,Gan,Devoy,M,20,01-11-80,Assistant Professor,Retail,Mass Customer,N,Yes,9,42
349,Vinnie,Usherwood,F,35,15-04-81,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,No,4,41
350,Carmela,Jesper,F,47,09-12-77,Clinical Specialist,Health,Mass Customer,N,Yes,9,45
351,Dev,Hafner,M,69,12-05-99,Pharmacist,Health,Mass Customer,N,Yes,2,23
352,Orrin,Finding,M,12,08-07-79,Sales Representative,Retail,Mass Customer,N,No,4,43
353,Antonia,Cardis,F,9,09-10-80,Information Systems Manager,,Mass Customer,N,No,3,42
354,Mavra,Donavan,F,87,26-11-80,Legal Assistant,Property,Mass Customer,N,No,9,42
355,Stacy,Gullane,F,97,01-06-79,Database Administrator II,Retail,Mass Customer,N,Yes,3,43
356,Nichole,,F,10,30-03-75,Librarian,Entertainment,High Net Worth,N,No,5,48
357,Betta,Shrimpton,F,21,25-01-69,Director of Sales,,Affluent Customer,N,No,18,54
358,Kippie,Crimpe,F,54,27-12-85,Accounting Assistant IV,,Mass Customer,N,No,18,37
359,Dulcine,Gauson,F,2,28-11-58,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6,64
360,Atalanta,Starbucke,F,64,02-04-56,Staff Scientist,Property,Mass Customer,N,Yes,19,67
361,Stephana,Minero,F,59,27-03-99,Software Engineer IV,Health,Mass Customer,N,Yes,2,24
362,Jamima,Pirolini,F,47,17-11-74,Software Engineer IV,Financial Services,High Net Worth,N,Yes,18,48
363,Sabrina,Caddy,F,82,04-03-88,Project Manager,Retail,Mass Customer,N,Yes,7,35
364,Leontyne,Simpkiss,F,96,30-09-76,Database Administrator III,Financial Services,Affluent Customer,N,No,11,46
365,Romona,Capitano,F,98,27-06-76,VP Quality Control,Property,High Net Worth,N,No,15,46
366,Constance,Ucchino,F,7,08-01-54,Librarian,Entertainment,High Net Worth,N,No,19,69
367,Katrinka,Sturrock,F,93,17-02-85,Programmer II,Manufacturing,Mass Customer,N,Yes,12,38
368,Lacee,Roan,F,32,26-11-86,,Financial Services,High Net Worth,N,No,6,36
369,Alic,Trenear,M,19,24-08-91,Actuary,Financial Services,Mass Customer,N,Yes,9,31
370,Trstram,Bondesen,M,91,27-07-98,,Telecommunications,Affluent Customer,N,Yes,3,24
371,Pernell,Favelle,M,7,06-07-54,Systems Administrator III,Financial Services,Mass Customer,N,No,7,68
372,Moina,Thumim,F,19,13-08-87,Graphic Designer,Property,Affluent Customer,N,Yes,4,35
373,Eva,Colenutt,F,95,26-08-00,Structural Analysis Engineer,Health,High Net Worth,N,Yes,1,22
374,Valdemar,MacCoughen,M,81,22-01-92,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,8,31
375,Salvidor,Renzo,M,13,23-08-76,Automation Specialist II,Manufacturing,Mass Customer,N,Yes,7,46
376,Marena,Brunotti,F,60,24-10-66,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,56
377,Levy,Bonavia,M,65,19-05-99,Staff Scientist,Argiculture,Mass Customer,N,No,1,23
378,Raquela,Yuille,F,98,04-05-74,Senior Developer,Retail,Mass Customer,N,No,17,48
379,Bert,Ainslie,M,2,13-03-80,,Manufacturing,High Net Worth,N,Yes,4,43
380,Teriann,Birdsey,F,66,15-05-56,Structural Engineer,Property,Mass Customer,N,No,17,66
381,Leesa,Castleman,F,99,30-11-96,Sales Associate,,Affluent Customer,N,No,1,26
382,Issiah,Fardell,M,68,14-08-85,Research Nurse,Health,Mass Customer,N,Yes,7,37
383,Barclay,Shalders,M,37,15-07-78,Nurse Practicioner,,Affluent Customer,N,No,14,44
384,Friederike,Bestar,F,70,06-08-76,,Financial Services,Affluent Customer,N,No,17,46
385,Kendall,Humes,M,69,07-12-66,Project Manager,Health,High Net Worth,N,No,9,56
386,Ethelyn,Pincott,F,63,27-10-90,Senior Quality Engineer,Argiculture,Mass Customer,N,No,5,32
387,Spike,Thieme,M,34,19-02-77,Administrative Officer,Financial Services,Mass Customer,N,No,22,46
388,Carlye,Bartle,F,53,25-05-66,,Financial Services,Mass Customer,N,Yes,11,56
389,Dorene,Scrivner,F,97,27-04-75,Help Desk Operator,Entertainment,Affluent Customer,N,Yes,17,47
390,Royall,Slimings,M,83,25-11-97,Programmer Analyst II,Health,Affluent Customer,N,No,3,25
391,Duffie,Woodier,M,80,25-03-70,,Argiculture,Mass Customer,N,No,16,53
392,Brandyn,Morrid,M,38,14-06-78,Safety Technician I,Property,Mass Customer,N,No,13,44
393,Cesaro,Isbell,M,35,08-02-55,Associate Professor,Manufacturing,Mass Customer,N,Yes,9,68
394,Roanne,Cowthard,F,70,06-06-77,Legal Assistant,Health,High Net Worth,N,Yes,16,45
395,Penn,Burkinshaw,M,28,27-11-76,Data Coordiator,Retail,High Net Worth,N,Yes,9,46
396,Peria,Iscowitz,F,98,25-01-67,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16,56
397,Nerissa,Foote,F,86,02-09-81,Paralegal,Financial Services,Affluent Customer,N,Yes,5,41
398,Randee,Douberday,F,20,18-01-69,,Retail,Affluent Customer,N,No,11,54
399,Nickie,Neissen,M,26,18-07-76,Engineer III,Manufacturing,Affluent Customer,N,Yes,16,46
400,Sibeal,Fellow,F,86,19-05-62,Financial Analyst,Financial Services,Mass Customer,N,No,5,60
401,Halette,Helling,F,56,11-12-86,Assistant Professor,Retail,Mass Customer,N,No,15,36
402,Berne,Donegan,M,9,03-06-77,Desktop Support Technician,Retail,Affluent Customer,N,No,22,45
403,Easter,Laffoley-Lane,F,40,17-10-75,Graphic Designer,,Mass Customer,N,Yes,17,47
404,Sinclair,Sustins,M,92,17-12-95,Geologist I,Financial Services,Affluent Customer,N,Yes,4,27
405,Vivien,Urion,F,19,28-09-71,,Manufacturing,High Net Worth,N,Yes,14,51
406,Rhona,Spilsburie,F,58,16-06-87,Financial Analyst,Financial Services,High Net Worth,N,No,12,35
407,Chryste,Acum,F,82,12-01-79,Structural Analysis Engineer,,High Net Worth,N,Yes,15,44
408,Kurtis,Baistow,M,79,31-08-91,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,11,31
409,Tatiania,O'Kane,F,84,23-01-78,Executive Secretary,Health,Mass Customer,N,Yes,13,45
410,Alicia,Townend,F,14,09-04-90,Structural Engineer,,Mass Customer,N,Yes,11,33
411,Cathyleen,Bern,F,84,31-03-77,Director of Sales,Financial Services,High Net Worth,N,No,12,46
412,Evanne,Feechum,F,65,23-04-60,,IT,High Net Worth,N,No,19,62
413,Simone,Denys,M,79,22-12-57,VP Quality Control,,High Net Worth,N,Yes,19,65
414,Thorin,Grimoldby,M,12,16-07-76,Social Worker,Health,High Net Worth,N,No,10,46
415,Conchita,Jeans,F,20,31-05-55,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,18,67
416,Dory,Barnsdall,F,14,23-06-97,Software Consultant,,Mass Customer,N,Yes,1,25
417,Fernandina,Brambley,F,37,17-02-71,Biostatistician IV,Argiculture,Mass Customer,N,No,15,52
418,Jere,Ding,F,56,22-12-58,,,Mass Customer,N,No,6,64
419,Chrissie,Bernardini,F,34,26-01-81,VP Marketing,Manufacturing,Affluent Customer,N,No,17,42
420,Clem,Leek,M,93,05-07-58,Help Desk Operator,Entertainment,High Net Worth,N,No,7,64
421,Tish,Netti,F,26,19-03-99,Sales Representative,Retail,Mass Customer,N,Yes,2,24
422,Vito,Norker,M,78,06-01-02,,Manufacturing,Affluent Customer,N,No,1,21
423,Orville,Akerman,M,43,08-11-56,Senior Quality Engineer,,Mass Customer,N,No,9,66
424,Dennie,Eunson,M,77,25-01-78,Research Nurse,Health,High Net Worth,N,No,9,45
425,Michaeline,Bordman,F,60,19-11-53,Sales Representative,Retail,Mass Customer,N,Yes,20,69
426,Emlyn,Anstice,F,10,02-06-72,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,8,50
427,Giusto,Torbett,M,77,19-12-96,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2,26
428,Freida,Everil,F,0,03-05-77,Structural Engineer,Health,High Net Worth,N,Yes,14,45
429,Berny,Bold,F,7,30-07-78,Community Outreach Specialist,IT,High Net Worth,N,Yes,21,44
430,Janice,Himsworth,F,46,26-04-73,Paralegal,Financial Services,High Net Worth,N,Yes,11,49
431,Gale,Done,M,8,26-03-56,Research Nurse,Health,Affluent Customer,N,Yes,18,67
432,Amby,Pentin,M,83,12-02-90,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,33
433,Reinhard,Jubert,M,94,12-03-64,Statistician II,Property,Affluent Customer,N,No,15,59
434,Raff,Waadenburg,M,93,01-12-95,,Financial Services,Mass Customer,N,Yes,19,27
435,Jerome,Muggeridge,M,5,23-12-99,GIS Technical Architect,Telecommunications,Mass Customer,N,No,1,23
436,Erwin,Pendre,M,75,24-12-57,Internal Auditor,IT,Mass Customer,N,No,18,65
437,Sayres,Duthie,M,24,14-08-76,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17,46
438,Ebenezer,Bottelstone,M,25,17-08-89,Internal Auditor,Property,High Net Worth,N,Yes,13,33
439,Lida,Wych,F,26,08-07-74,GIS Technical Architect,,Affluent Customer,N,No,10,48
440,Sheena,O'Duggan,F,46,16-12-77,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10,45
441,Felicle,Beneze,F,74,08-03-74,Analyst Programmer,IT,Mass Customer,N,No,11,49
442,Linc,Vedyasov,M,2,06-10-01,,Financial Services,Mass Customer,N,No,1,21
443,Lauree,Leason,F,21,26-03-72,,Argiculture,High Net Worth,N,Yes,10,51
444,Britteny,Falconer-Taylor,F,32,24-02-67,Staff Scientist,Manufacturing,Mass Customer,N,Yes,8,56
445,Timothy,Wenham,M,91,13-11-84,Executive Secretary,Financial Services,Mass Customer,N,No,5,38
446,Marilee,Oosthout de Vree,F,73,02-07-78,Tax Accountant,IT,Affluent Customer,N,Yes,4,44
447,Brittany,Peasey,F,98,06-11-01,Help Desk Technician,Argiculture,Mass Customer,N,Yes,1,21
448,Robin,Crack,F,34,26-04-95,Software Engineer III,IT,High Net Worth,N,No,3,27
449,Shana,Fortesquieu,F,74,24-09-74,VP Product Management,Manufacturing,High Net Worth,N,Yes,6,48
450,Myrlene,Rothwell,F,5,02-04-75,Structural Analysis Engineer,Entertainment,Mass Customer,N,Yes,18,48
452,Natalee,Bamford,F,22,11-08-59,Account Coordinator,Property,Mass Customer,N,Yes,5,63
455,Mile,Dionisii,M,97,02-11-91,Civil Engineer,Manufacturing,Mass Customer,N,Yes,5,31
456,Randolph,Redihalgh,M,47,30-11-75,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,17,47
457,Querida,Danilchev,F,70,14-12-80,Recruiting Manager,Financial Services,High Net Worth,N,Yes,17,42
458,Osborn,Pentony,M,57,21-04-69,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,18,53
459,Bel,Cheeke,F,88,04-08-86,Civil Engineer,Manufacturing,Mass Customer,N,Yes,13,36
460,Illa,,F,0,23-01-86,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,16,37
461,Jsandye,Melendez,F,19,09-10-79,Social Worker,Health,Mass Customer,N,Yes,14,43
462,Melany,Thorrington,F,32,01-01-60,,Manufacturing,Affluent Customer,N,Yes,5,63
463,Allis,Blanche,F,9,30-03-62,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,20,61
464,Karel,Dimelow,F,32,23-03-58,,,Mass Customer,N,Yes,10,65
465,Alina,Wilsey,F,54,27-03-76,Developer III,Financial Services,Affluent Customer,N,Yes,14,47
466,Jarad,Bauser,M,84,27-01-91,,Manufacturing,Affluent Customer,N,Yes,2,32
467,Welbie,Rockliffe,M,51,02-01-54,Human Resources Assistant I,Property,Affluent Customer,N,No,15,69
468,Valeria,Ladyman,F,11,19-01-74,Software Test Engineer I,Property,High Net Worth,N,Yes,8,49
469,Levi,Cartmell,M,91,03-05-96,Actuary,Financial Services,High Net Worth,N,Yes,3,26
470,Darbee,Klimowicz,M,22,19-12-01,Internal Auditor,Retail,Mass Customer,N,No,1,21
471,Libby,Wardesworth,F,82,01-01-56,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,67
472,Kippy,Jessel,F,38,16-11-90,Internal Auditor,Financial Services,Mass Customer,N,Yes,8,32
473,Benji,O'Shirine,M,2,13-03-77,Junior Executive,Health,Mass Customer,N,Yes,20,46
474,Consolata,Clacson,F,86,15-01-83,Geologist IV,Entertainment,Affluent Customer,N,No,18,40
475,Vernor,,M,0,14-11-96,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,1,26
476,Kane,Jahnel,M,65,21-04-89,Computer Systems Analyst IV,,Mass Customer,N,No,14,33
477,Cheri,Hazeman,F,32,26-11-60,Media Manager II,Financial Services,High Net Worth,N,Yes,13,62
478,Darcey,Harberer,F,65,21-01-61,Chief Design Engineer,,Affluent Customer,N,Yes,5,62
479,Blythe,Keighley,F,11,04-08-94,,IT,Mass Customer,N,Yes,4,28
481,Marcella,Manzell,F,68,12-04-90,Programmer IV,Argiculture,Mass Customer,N,No,8,33
482,Gar,Wallis,M,33,19-12-62,,Health,Mass Customer,N,No,20,60
483,Bertrand,Penkethman,M,35,02-05-73,Sales Representative,Retail,Affluent Customer,N,No,9,49
484,Mason,Kohrsen,M,64,24-04-74,Programmer IV,Manufacturing,Mass Customer,N,No,22,48
485,Ulrika,Steagall,F,23,08-11-74,Statistician III,Manufacturing,High Net Worth,N,No,20,48
486,Prudi,Edon,F,0,30-12-55,Technical Writer,Manufacturing,Affluent Customer,N,Yes,15,67
487,Elayne,Braiden,F,70,19-09-79,Food Chemist,Health,Mass Customer,N,No,10,43
488,Domini,Ghelerdini,F,24,11-07-80,Help Desk Operator,Property,Mass Customer,N,Yes,10,42
489,Tresa,Reeks,F,18,31-05-71,Senior Editor,Retail,Mass Customer,N,Yes,4,51
490,Lida,Boynton,F,44,15-06-92,Environmental Tech,Argiculture,Mass Customer,N,No,6,30
491,Andrea,Funcheon,M,45,20-02-76,Speech Pathologist,Property,Affluent Customer,N,Yes,19,47
492,Pail,Ashplant,M,54,28-04-76,Environmental Tech,Financial Services,Mass Customer,N,No,21,46
493,Tommie,Banbridge,F,83,13-09-60,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5,62
494,Gaby,,M,33,02-06-75,Design Engineer,Manufacturing,Mass Customer,N,No,9,47
495,Lucius,Prescott,M,91,21-02-59,VP Accounting,Financial Services,Mass Customer,N,Yes,6,64
496,Korry,Cosgrove,F,25,28-01-76,Engineer II,Financial Services,Affluent Customer,N,Yes,11,47
497,Allissa,Brinklow,F,96,09-01-74,,Property,Mass Customer,N,Yes,11,49
498,Emmalee,Sketcher,F,58,30-04-78,VP Sales,Manufacturing,High Net Worth,N,Yes,10,44
499,Dalli,Baggally,M,39,15-03-61,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,No,19,62
500,Lazar,Crathern,M,19,11-04-92,Recruiting Manager,Retail,Affluent Customer,N,Yes,10,31
501,Henrieta,MacClancey,F,94,10-06-77,Environmental Specialist,,High Net Worth,N,No,19,45
502,Rica,Raveau,F,39,24-12-70,Teacher,Manufacturing,Mass Customer,N,No,18,52
503,Burr,Gerb,M,87,19-07-89,Dental Hygienist,Health,Affluent Customer,N,Yes,10,33
504,Vinny,Hegley,M,93,25-04-95,Environmental Tech,Manufacturing,High Net Worth,N,Yes,7,27
505,Wylma,Elsy,F,40,01-12-66,,,High Net Worth,N,Yes,10,56
506,Brett,Scrancher,F,43,14-02-85,Health Coach II,Retail,Mass Customer,N,No,21,38
507,Gwen,Jakubczyk,F,98,05-07-71,,Health,Mass Customer,N,No,7,51
508,Abagail,Tordiffe,F,94,18-01-71,Project Manager,Property,Mass Customer,N,Yes,11,52
509,Tobe,Vamplew,M,64,06-08-79,Developer II,Financial Services,Affluent Customer,N,Yes,21,43
510,Sheilah,Blackmore,F,61,15-06-92,,,Mass Customer,N,No,2,30
511,Theo,Tolmie,F,92,02-12-82,Dental Hygienist,Health,High Net Worth,N,No,10,40
512,Sigfried,Semken,M,76,15-04-55,VP Accounting,Financial Services,Mass Customer,N,No,6,67
514,Trent,,M,9,20-06-96,Associate Professor,Financial Services,Mass Customer,N,Yes,4,26
515,Winna,Verny,F,55,04-09-89,Help Desk Operator,IT,High Net Worth,N,No,8,33
516,Craggy,Loadsman,M,23,07-01-58,Environmental Tech,Financial Services,Mass Customer,N,No,20,65
517,Iona,Fidgeon,F,73,20-08-85,Chief Design Engineer,Property,Mass Customer,N,Yes,3,37
518,Bernhard,Senett,M,60,28-04-91,Database Administrator IV,Retail,Mass Customer,N,Yes,10,31
519,Rabi,Nissle,M,83,07-04-00,,,Mass Customer,N,Yes,1,23
520,Jazmin,Neumann,F,66,09-08-64,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15,58
521,Peri,Hovie,F,29,19-12-78,Help Desk Operator,Health,High Net Worth,N,No,16,44
522,Lynnelle,Comettoi,F,64,05-11-76,,,Affluent Customer,N,Yes,16,46
523,Elberta,Tixall,F,44,24-11-74,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,16,48
524,Florence,Held,F,16,09-09-62,Nurse,Retail,Mass Customer,N,No,11,60
